timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-05-21T12:14:21,codecarbon,256ac046-1c7d-42f6-952a-f9e57ea68deb,718.3923940658569,0.0034163749386307337,4.755583392657058e-06,22.5,15.412875152363243,11.91917896270752,0.004489425854384898,0.002334949923514004,0.0023438024844999465,0.009168178262398852,Italy,ITA,,,,Windows-10-10.0.22621-SP0,3.8.0,2.4.2,16,11th Gen Intel(R) Core(TM) i7-11800H @ 2.30GHz,1,1 x NVIDIA RTX A3000 Laptop GPU,,,31.78447723388672,machine,N,1.0
